filename,id_number,hyphenated_code,field1,field2,field3,field4,field5,field6
0001497,108454,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITERIN,,D/88,A1A7
00044,119459,2-DR-91,PH PRODUKTION,K-376 K-377,,! F/HERSBERGER,! D/90,! AIC1
0001094,110984,1-DR-90,LUDIOMIL PH,MANN HUND SENSE SCHNEE,,D/81,A2B1,
000609,110603,3-OR-90,CIBALGIN PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 98,A2A3
0001335,111381,3-08-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,D/88 D/87,A284,
0001321,111263,3-DU-90,DTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,D/87 88,A2B4,
0001160,111062,3-DR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,PACKUNG,P/50815,D/89,A2B2
00045,119460,2-DR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,AICI
000397,115132,3-DU-90,SVP,SERVIZOL SERVIQUIN,SERVIDAPSONE VIAL,TROPISCHE KRANKHEITEN,A1D3,
0001090,1109B2,2-OR-90,LUDIOMIL PH,WINTER SCHLITTEN PFERDE,SCHNEE,,D/81,A2B1
0001610,108431,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE MITARBEITER,,D/B8,A1A7
000417,115133,3-DU-90,SVP,TROPISCHE KRANKHEITEN,VIAL SERVIDAPSONE SERVIZOL,SERVIGUIN BLISTER TABLETTEN,,A1D3
0001021,117331,3-DR-90,LOGROTON PH,TABLETTE DARREICHUNGSFORM,,,A2B1,
000411,115123,3-DU-90,SVP,SERVICILLIN SERVAMOX,SERVITET 250 500 SERVIPEN-G,BLISTER KAPSELN,,A1D3
000197,115150,1-OR-90,PH PRODUKTION,WST ABFUELLEN,FLASCHEN,,AICA,
0001351,116641,2-DR-90,OTRIVIN PH,BABY WINDELN,,P/42177 Q/B+W 90/7645-4,D/90,A2B4
000879,111607,3-DU-90,HEMERVEN EMULGEL PH CH OTC,SCHAUFENSTER,,P/34114,D/89 S/SCHEIDEGGER,AZA9
0001353,117367,2-OR-90,OTRIVIN PH,VATER KIND MANN LACHEN,,,A2R4,
0001994,114964,3-OR-90,AERZTE PH,MAENNER KITTEL WEISS,SCHWARZ ASIATE STETHOSKOP,,D/90,A1B1
0001700,108505,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,! MITARBEITER,: D/89,: A1A7
000658,110636,2-DR-90,ESTRADERM ITS PH,FRAU TENNIS TASCHE RACKET,STIRNBAND,I,I,I A2A5
0001104,117350,1-DR-90,LUDIONIL PH,SPORT SCHNEE SKI WINTER,,,A2B1,
000902,111B14,3-DU-90,HEMERAN PH CH OTC,INSERAT APOTHEKE,,P/34337,D/90,AZAB
0001755,108562,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/BB,A1A7
0001944,117395,2-OR-90,ARZT PATIENT SVP SWISS,QUALITY PHARMACEUTICALS,PRAXIS PATIENTIN SITZUNG,P/32847,D/90,AIB1
000996,111541,2-DR-90,RENGASIL PH,MANN FAHRRAD STURZ,,,A2C1,
000642,119848,3-OR-91,ESTRADERM TTS PH,PACKUNGEN,ALGERIEN PRODUKTION F,I S/VILLIGER,I D/90,I A2B1
0001101,110995,3-DR-90,LUDIOMIL PH,FRAU PORTRAIT KLAR FENSTER,AUGEN ANGESPANNT,REGENTROPFEN,,A2B1
000254,115188,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,,A1C4
000764,110701,3-OR-90,FORTISAN PH,SAUDI ARABIEN CANDIES,DARREICHUNGSFORM M,,D/88,A2A6
000828,113072,3-OR-90,GLYVENOL PH,PACKUNG KAPSELN 400MG,FRANZDESISCH,,D/90,A2A7
000673,110621,3-DR-90,ESTRADEAN TTS PH,,HAENDE PFLASTER,P/43142,AZA5 w17,
0001393,118795,3-OR-91,OTRIVIN PH,PACKUNGEN GEL NASENGEL,,,D/91,A284
000255,115189,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,,AIC4
000921,110784,2-OR-90,INSIDON PH,FRAU SCHWARZ,PORTRAIT,,LACHEN,A2A9
0001705,108508,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
00015,115013,3-OR-90,SWIET PH,THERMOMETER,,,A181,
0001800,114896,2-OR-90,PATIENT PH,FRAU ROLLSTUHL SCHMINKEN,,,A1B1,
000276,115196,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,,A1C4,
000497,110501,2-DR-90,ANAFRANIL PH,KINDER SPIELEN GARTEN,FENSTER,I AZAI,,
0001200,111090,Z-OR-90,NICOTINELL TTS PH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND PROFIL,P/32789,D/89,A283
000894,117604,3-OR-91,HEMERVEN PH,PACKUNGEN HEMERAN HEMERVEN,KAPSELN 30 DEUTSCH,! P/34479,! D/90,! A2AB
0001727,10856B,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/88,A1A7
0001128,111034,3-DR-90,MB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2B2
000608,110602,3-DU-90,CIRALGIN PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,D/87 88,AZA3,
000151,106996,2-DR-88,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/88,A1C3
00075,108670,2-OR-89,PH PRODUKTION K-640,KESSEL BLAU,ROEHREN,F/HAEFLIGER,D/87,AICI
0001794,114910,2-DR-90,PATIENT PH,MANN SCHWARZ TABLETTE,EINNEHMEN FRUEHSTUECK,,A1B1,
000209,115231,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,KAPSELN,,AIC4,
0001911,114976,2-DR-90,ARM PATIENT SPRITZE,KRANKENSCHWESTE,ARZT PATIENT SUJET PH,,LAIB1,
000264,115190,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,,A1C4
000991,111523,3-DR-90,RENGASIL PH,INFLAMATION,FEUER,,A2C1,
0001036,110947,1-OR-90,LOPRESOR PH,MANN BAHNSTEIG KOFFER UHR,STRESS,,A2B1,
0001782,115695,2-DR-90,PATIENT PH,FRAU MANN SCHWARI SCHMERZ,KOPF,,AIBI,
000907,117316,3-DR-90,HYGROTON PH,BLISTER FAHNE,GROSSBRITANIEN,P/1403I,AZA8,
0001140,111045,3-DR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,| P/50815,| D/88,| A2B2
0001982,115000,2-OR-90,ARZT. PATIENT + SUJET PH,ARM PATIENT SPRITZE,,,AIB1,
000718,117452,3-OR-90,EURAX PH,SARCOPTES,SCABIEI,A2A5,,
000802,110726,3-OR-90,FORTISAN PH,PACKUNGEN DRINK SLIMMING,HERBAL,P/32573 SAUDI ARABIEN,D/87,A2A6
0001415,121102,3-OR-92,OTRIVIN PH CH OTC,PACKUNGEN,INTERNEGATIV,F/ROTH,D/92,A2B4
000261,115157,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,A1C4,
0001878,117849,3-DU-91,PATIENT PH,FRAU RHEUMA SUPPE ESSEN,,,A1B1,
0001053,110936,3-OR-90,LOPRESOR PH,HERZ,Q/NDF,P/31730,D/88,A2BI
000669,110638,2-DR-90,ESTRADERM TTS PH,FRAU TENNIS TASCHE RACKET,STIRNBAND,,A2A5,
000312,117399,2-OR-90,PH PRODUKTION WST,LAGER VERSAND VERPACKEN,MITARBEITER SVP SWISS,QUALITY PHARMACEUTICALS,P/32847 D/90,A1C4
0001022,117335,3-08-90,LOGROTON PH,TABLETTE DARREICHUNGSFORM,HALBIERT,,A2B1,
000703,110663,3-OR-90,ESTRADERM ITS PH,ESTRADERM 50 PACKUNGEN,PFLASTER,,A2A5,
0001831,114895,2-08-90,PATIENT PH,ARM INFUSION,,P/43012,A1B1,
0001850,114944,1-DR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE,,A1B1,
0001138,111043,2-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,LOEFFEL,P/50815,D/88,A282
0001405,111610,3-DR-90,DTRIVIN PH,GAMME SAUDI ARABIEN,,D/90,A2B4,
0001572,108393,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
0001324,111265,3-OR-90,OTRINOL PH,OTRINOL BLISTER,,P/31185,A2B4,
000839,110760,3-DR-90,HEMERAN PH CH OTC,PACKUNGEN VK-STELLER,,P/31541,D/87,A2AB
0001205,111070,2-OR-90,WICOTINELL TTS PH,FRAU VELO SPORT PFLASTER,HANDSCHUHE ROT GRUEN BLAU,P/32789,D/89,A283
0001548,108344,2-DR-B9,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D788,A1A7
000852,110745,3-DU-90,HEMERAN PH CH OTC,INSERAT,89 EMULGEL,D/89,A2AB,
0001028,11733,2-OR-90,LOGROTON PH,TARLETTE AUFLOESUNG,,,A2B1,
000805,110736,3-DU-90,GLY-CORAMIN PH CH DTC,INSERAT 89 DEUTSCH,,! P/34203,! D/89,! A2A7
000721,110672,2-DR-90,EURAX PH,MANN BAUCH HEMD SCHUERFUNG,,P/13996,AZAS,
000801,110725,3-OR-90,FORTISAN PH,PACKUNGEN HERBAL DRINK,RELAXATION SAUDI ARABIEN,P/31274,D/87,A2A6
0001487,111786,3-OR-90,PH FORSCHUNG,TIERSCHNITT,TIERVERSUCH ANALYSE,| P 32787,| D/89,| A1A5
00046,119458,2-08-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,
000201,109147,2-QR-89,PH PRODUKTION,WST QUALITÄTSKONTROLLE,DRAGEES MITARBEITER,,A1C4,
000686,111615,3-DR-90,ESTRADERM ITS PH,DOKUMENTATION ENGLISCH,,,D/90,A2A5
0001949,114872,1-DR-90,PATIENT PH,JOGGEN FAMILIE WALDRAND,,,AIB1,
0001082,110977,2-OR-90,LUDIOMIL PH,MANN FENSTER AUGEN KLAR,PORTRAIT TRAURIG,P/10272,A2B1,
00064,108671,2-OR-89,PH PRODUKTION K-640,KESSEL BLAU,ROEHREN,F/HAEFLIGER,D/87,A1C1
0001215,122063,3-DR-93,NICOTINELL TTS PH,PROMOTION,,MAGAZIN 1/93,D/92,A2B3
000978,119846,3-DR-91,LOCACORTEN PH,FRANZOESISCH,CREME TUBE,! 0/90,! S/VILLIGER,! A2B1
00083,108810,2-OR-89,PH PRODUKTION K-640,,,F/HAEFLIGER,D/87,A1C1
000347,115142,2-OR-90,SVP,MITARBEITER,,,AID3,
000478,110485,3-DR-90,ADELPHAN-ESIDREX,PACKUNG,DRAGEES,| D/80,A2A1,
0001492,108459,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,,,D/88,A1A7
000797,110721,3-OR-90,FORTISAN PH,SAUDI ARABIEN CANDIES,DARREICHUNGSFORM,,D/8B,A2A6
0001725,108566,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/88,A1A7
000521,119800,2-DR-91,AREDIA PH,700 JAHRE ALTER,BECKENKNOCHEN FUNDORT AESCH,! F/BARABINO,! D/91,! AZA1
000507,110507,3-OR-90,ANAFRANIL PH,RUND 25 MG DREIECKIG 10 MG,,,A2A1,
000601,118806,2-OR-91,CIBALGIN PH,SAUDI ARABIEN 91 MANN,KOPF SCHMERZEN,! P/42236,! D/91,! A2A3
000624,110615,3-OR-90,DESFERAL PH CH OTC,PACKUNG SYRINGE DRIVER,VIAL DESFERAL 0.5G,4,A2A4,
00082,108693,2-OR-89,PH PRODUKTION K-640,VAKUUMDESTILLATION,ROEHRN MITARBEITER,F/HAEFLIGER,D/87,AICI
000548,110542,2-DU-90,BRADORAL PH,PATIENT MANN HAND GESICHT,SCHMERZ FRAU PACKUNG,D/87 DETAILING AID,AZAZ,
000348,115145,2-OR-90,SVP,MITARBEITER,,,A103,
0001811,119355,2-OR-91,PATIENT PH,FRAU HUSTEN,,D/91,A1B1,
0001677,110891,2-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/33,A1A7
000470,116672,2-DR-90,SVP PACKUNGEN,APOTHEKE APOTHEKERIN,FRAU,,A1D3,
0001251,111130,2-OR-90,NITRODERM TTS PH,OBERKOERPER MANN HAND,PFLASTER,I,I D/82,I A2B3
000487,110495,2-OR-90,AMBILHAR PH,SCHISTOSOMA PAERCHENEGEL,,A2A1,,
0001002,110932,3-DR-90,LOCASALEN PH,PAPIER EXZEM,,,A2B1,
00066,110335,1-DR-90,PH PRODUKTION K-640,KONTROLLMONITOR,MITARBEITER,D/88,,AICI
00054,109701,2-OR-89,PH PRODUKTION K-642,TANKLAGER,PUMPEN BLAU ROEHREN,! F/HAEFLIGER,! D/87,! A1C1
0001906,114978,2-OR-90,ARM PATIENT SPRITZE,KRANKENSCHWESTE,ARZT PATIENT SUJET PH,,| AIBI,
0001091,114899,2-OR-90,LUDIOMIL PH,WINTER PFERDE MAENNER,SCHNEE,,AZB1,
0001958,117520,Z-DR-90,PATIENT PH,GESICHT MANN HALS SCHMERZ,DETAILING AID,,A1B1,
000535,118267,1-OR-91,BRADORAL PH SAUDI ARABIEN,HANRYK POSTKARTE,WUESTE,P/24229,D/91,A2A2
0001363,111271,3-DR-90,OTRIVIN PH,SAUDI ARABIEN DOKUMENTATION,,! S/BUEHLER,! D/B9,! A2B4
0001730,108543,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,I,I D/BB,I A1A7
0001827,114881,2-OR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,,A1B1,
000815,110739,3-OR-90,GLYVENOL PH,MANN SCHMERZ STUHL STEHEN,SITZEN AUFSTEHEN,,A2A7,
0001810,119354,2-OR-91,PATIENT PH,FRAU HUSTEN,,D/91,A1B1,
0001216,111076,2-OR-90,NICOTINELL ITS PH,SCHLAFZIMMER BETT WECKER,NACHTTISCH PFLASTER TELEFON,P/32789,D/89,AZR3
000549,112263,3-OR-90,BRADORAL PH,KOPF BLAU ORANGE STANDARD,CARD SAUDI ARABIEN,P/42110 Q/NDF,D/90,A2A2
000835,121256,3-OR-92,HABITROL USA 1991,TTS NICOTIN,,F/HAEFLIGER,D/92,AZAB
0001102,110997,3-DR-90,LUDIOMIL PH,STOFF FLICKEN BLAU WEISS,ORANGE ROT GELB,D/89,AZBI,
000777,118409,3-DR-91,FORTISAN PH,SAUDI ARABIEN ORANGE,,Q/WDF,D/87,AZAB
000701,117997,3-OR-91,ESTRADERM TTS PH,ESTRADERM 50,PACKUNGEN PFLASTER,,,A2A5
0001033,110950,2-OR-90,LOPRESOR PH,MANN JOGGEN,RASEN WALD,,AZB1,
0001853,114943,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE,,A1B1,
0001703,108497,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
000637,110619,3-DR-90,ENTOBEX PH,PACKUNGEN ENGLISCH,,,A2A5,
000117,107010,2-OR-88,PH PRODUKTION,WSH-2112,ROEHREN,F/MACK,D/88,AIC3
000311,109152,2-QR-89,PH PRODUKTION,WST VERPACKEN VERSAND,FOERDERBAND,A1C4,,
0001366,113212,3-OR-90,OTRIVIN PH,PACKUNGEN,BLAU LILA WEISS,P/34480,D/90,AZB4
0001457,111412,2-OR-90,PRELLORAN PH,MANN KRAFTTRAINING SCHMERZ,KNIE,,! A2B5,SPORT
0001845,114979,Z-DR-90,"ARZT, PATIENT + SUJET PH",ARM PATIENT SPRITZE,KRANKENSCHWESTE,,A1B1,
000644,110665,3-DR-90,ESTRADERM TTS PH,ESTRADERM 50 PACKUNGEN,PFLASTER,,A2A5,
000379,115095,1-OR-90,SVP,PRODUKTION LAGER PALETTEN,MITARBEITER STAPLER,,A102,
000492,110496,2-OR-90,ANAFRANIL PH,SCHWARZE FRAU BATIK KLEID,NACHDENKLICH AFRIKA,,,AZA1
00085,108685,2-OR-89,PH PRODUKTION K-640,VAKUUMPUMPE,,F/HAEFLIGER,D/87,AICI
0001054,11093B,3-OR-90,LOPRESOR PH,HERZ,Q / NDF,! P/31730,! D/88,! A2B1
0001879,116659,2-OR-90,PATIENTEN PH,MANN FRAU MUECKEN STICHE,KRATZEN,D/89,A1B1,
0001242,111143,2-DR-90,NITRODERM TTS PH,PFLASTER MESSBAND,,,D/82,A2B3
000717,116627,2-DR-90,EURAX PH,MANN RUECKEN,KRATZEN HAND,P/32972,D/89,A2A5
0001630,108372,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
0001557,108400,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/98,A1A7
0001048,110949,2-OR-90,LOPRESOR PH,FRAU ALT FROESTELN,,| D/80,| A2BI,
0001152,111053,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/88,A2B2
000746,110686,3-DR-90,EURAX PH CH OTC,PACKUNG 10%,,,A2A5,
000217,119515,2-DR-91,PH PRODUKTION,WST LAGERHALTUNG BUERO,MITARBEITER BETRIEBSSYSTEM,F/HAEFLIGER,D/91,AIC4
0001712,108499,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
0001889,117946,2-DR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000824,116635,3-OR-90,GLYVENOL PH,PACKUNG KAPSELN,FRANZOESISCH,S/BUEHLER,D/90,A2A7
0001680,108485,2-0R-89,PH. FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,MITARBEITERIN TUBEN SALBEN,W/88,A1A7
0001858,117955,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
0001332,111270,3-OR-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 88,A2B4
0001555,108399,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000196,115149,1-DR-90,PH PRODUKTION,WST ABFUELLEN FLASCHEN,,,A1C4,
0001774,114939,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE,,AIBI,
0001180,111069,2-OR-90,NICOTINELL TTS PH,FRAU VELO SPORT PFLASTER,HANDSCHUHE ROT GRUEN BLAU,P/32789,D/89,A2B3
000626,110614,3-DR-90,DESFERAL PH CH OTC,ROSTPLATTE PH 6.661,,S/VILLIGER,D/89,A2A4
000726,111939,3-OR-90,EURAX PH,ENTZUENDUNG KRATZEN HAND,HAUT SAUDI ARABIEN,P/32919 S/BUEHLER,D/89,A2A5
000630,114805,2-DR-90,DESFERAL PH,POSTER EHEPAAR ARZT,THALASSAEMIA,P/3280Z P/42211,D/90,A2A4
0001686,108489,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,! MITARBEITER,! D/88,! A1A7
000278,115155,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,A1C4,
000279,115220,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,AIC4,
00056,108702,2-DR-89,PH PRODUKTION K-642,TANKLAGER,STEUERUNGSKASTEN ENERGIE,F/HAEFLIGER,D/87,AICI
0001964,114904,2-OR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,P/43012,A1B1,
0001081,110973,2-OR,LUDWIGSH. BH,FRAU-FENSTER AUGEN KLAR,PORTRAIT TRAURIG,B/40271,B40,AZB1
0001541,108407,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001877,117850,3-OR-91,PATIENT PH,FRAU RHEUMA SUPPE ESSEN,,,A1B1,
0001609,108429,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE,TEST DANNEICH UNGSTORMEN,D/88,
0001899,117889,2-DR-91,PATIENT PH,MANN HUSTEN,,,AIBI,
000165,107012,2-DR-8B,PH PRODUKTION,WSH-2112,ROEHREN,F/MACK,D/88,A1C3
0001682,108490,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,|,D/89,A1A7
000139,107006,2-DR-88,PH PRODUKTION,WSH-2112,ROEHREN,F/MACK,D/88,A1C3
0001322,111264,3-OR-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 88,A2B4
000483,110489,2-0R-90,AMBILHAR PH,,SCHNECKE,,,A741
000883,110765,3-OR-90,HEMERVEN PH CH OTC,PACKUNGEN 30 KAPSELN,,D/88,A2AB,
0001926,115027,I-OR-90,ARZT + PATIENT PH,ARZT KIND SCHWARZ 3.WELT,HEALTH INTERFACE,! P/32002 S/VILLIGER P/23002,! D/88,! AIBI
000525,119801,2-OR-91,AREDIA PH,700 JAHRE ALTER,BECKENKNOCHEN FUNDORT AESCH,F/BARABINO,D/91,A2A1
000821,117302,3-OR-90,GLYVENOL PH,PACKUNGEN KAPSELN CREME,SUPPOSITORIEN 400G TUBE 60G,,,A2A7
000410,115133,3-DR-90,SVP,TROPISCHE KRANKHEITEN,VIAL SERVIDAPSONE SERVIZOL,SERVIOUIN BLISTER TABLETTEN,AID3,
0001856,117953,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000896,111814,3-DR-90,HEMERAN PH CH OTC,INSERAT APOTHEKE,,! P/34337,! D/90,! A2A9
000351,11507B,1-OR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE,,A1DZ,
0001999,115024,1-OR-90,ARZT + PATIENT PH,ZAHNARZT PATIENT MUND,OFFEN ZAHNARZTSTUHL,! AIBI,!,
000837,110743,3-DR-90,HALOSPOR I.M. I.V. PH,PACKUNG VIALS AMPULLEN,0.5G 1G 2G,,AZAB,
0001122,111029,3-OR-90,PB-COMBI PH,PACKUNG BLISTER,,! S/VILLIGER,! D/89,! AZB2
0001687,108507,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,: MITARBEITER,: D/BB,: A1A7
0001161,111064,3-DR-90,MODULAN PH,PACKUNG GRIP-AID,,,AZ82,
0001292,111245,3-DR-90,NITRODERM ITS PH,,PFLASTER MESSBAND,,AZB3,
000853,110745,3-OB-90,HEMERAN PH CH DTG,INSERAT 89,EMULGEL,!,D/89,A2AB
0001494,108352,Z-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,,A1A7
0001904,117843,2-DR-91,PATIENT PH,MANN,,,AIBI,
000174,115167,1-QR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,,A1C4,
0001752,108538,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
000762,110697,3-DR-90,FORTISAN PH,CHILDREN'S TEA,KAMILLE,I Q/NOF,I D/BB,I A2A6
000462,115132,3-OR-90,SVP,SERVIZDL SERVIGUIN,SERVIDAPSONE VIAL,TROPISCHE KRANKHEITEN,,A1D3
0001807,114951,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PORTRAIT,,AIBI,
0001769,114940,1-DR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE,!,!,! A1BI
0001341,117602,1-OR-91,OTRIVIN PH,SCHNUPFEN FRAU,TASCHENTUCH,P/42218,D/91,A284
000473,117388,2-DR-90,SVP PRODUKTION SWISS,QUALITY PHARMACEUTICALS,APOTHEKE APOTHEKERIN,FRAU,P/32847 D/90,A1D3
000682,113087,3-DR-90,ESTRADERM TTS PH,,PFLASTER,D/90,,A2A5
0001806,114952,1-DR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PORTRAIT,,,A1B1
00067,109154,2-DR-89,PH PRODUKTION K-640,ROEHREN,,A1C1,,
0001320,117347,3-08-90,OTRINOL PH,PACKUNGEN SCHNUPFEN KAPSELN,BLISTER FRANZDESISCH,P/31670,A2R4,
00039,119456,2-0R-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,AICI
0001210,111104,2-DR-90,NICOTINELL TTS PH,MANN AKT RUECKEN,,P/32789,D/89,A283
000423,115104,1-DR-90,SVP,PRODUKTION DARREICHUNGSFORM,KAPSELN WEICHGELATINE,,A103,
000582,110559,3-DU-90,BRADORAL PH,SELF MEDICATION,SAUDI ARABIEN,WERBEDOKUMENTATION,D/87 88,AZA2
000140,110257,2-OR-90,PH PRODUKTION,MSA-2112,,I E/HILTBRAND,D/89,I AIC3
000809,110729,3-DR-90,GLY-CORAMIN PH CH OTC,MUSTER,,A2A7,,
000375,115089,1-OR-90,SVP,PRODUKTION,MASCHINE,,,AID2
0001436,111389,3-QR-90,OTRIVIN OTRINOL PH CH OTC,PACKUNGEN,,D/89,A2B4,
0001540,108395,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000574,110553,3-OR-90,BRADORAL PH,SAUDI ARABIEN 89,DOKUMENTATION,! S/BUEHLER,! D/89,! A2A2
00061,117161,2-OR-90,PH PRODUKTION K-693,PILOTANLAGE,MITARBEITER,,D/90,AICI
0001135,111042,3-DR-90,MICOREN PH CH OTC,MICOREN 100 30 PERLEN,,,0/89,A2BZ
0001162,111061,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,PACKUNG,P/50815,D/88,A2B2
000651,110630,2-OR-90,ESTRADERM TTS PH,FRAU SCHUERZE BLAU TOEPFERN,,,A2A5,
000573,110552,3-DR-90,BRADDORAL PH,AD,SAUDI ARABIEN,P/32583 SARE (788),D/87 DETAILING AID,A2A2
000211,115183,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
000780,110704,3-DR-90,FORTISAN PH,SAUDI ARABIEN CANDIES,DARREICHUNGSFORM,D/88,A2A6,
0001257,111150,2-DR-90,NITRODERM TTS PH,PFLASTER HAENDE AUFREISEN,PACKUNG,,AZB3,
000951,110915,2-DR-90,LIORESAL PH,FRAU ROLLSTUHL SCHMINKEN,SPIEGEL,,AZB1,
0001286,111249,3-OR-90,NITRODERM TTS PH,PFLASTER,,A2B3,,
